Unnamed: 0,datetime,open,high,low,close,volume,30_day_MA,150_day_MA,RSI,upper_band,middle_band,lower_band,trade_type,signals
49,2019-09-25 00:00:00,8493.32,8725.24,8200.0,9899.243999999999,16106.624,9917.309740779061,10031.639148741335,0.0,10333.711002441434,10147.4196,9961.128197558564,,0
50,2019-09-25 08:00:00,8325.28,8546.73,8215.0,9822.899599999999,16562.258,9841.781628155812,9982.523960802197,0.0,10358.63905877373,10127.01308,9895.387101226272,,0
51,2019-09-25 16:00:00,8295.79,8628.44,8223.71,9752.056799999998,15553.22,9770.001765631161,9928.29639355462,0.0,10384.650955285808,10103.5237,9822.396444714192,,0
52,2019-09-26 00:00:00,8428.15,8443.55,8316.61,9679.756,7405.768,9697.805153126232,9869.816300953531,0.0,10410.326002261154,10076.79348,9743.260957738847,,0
53,2019-09-26 08:00:00,8378.75,8464.4,7825.89,9588.6872,25370.663,9610.510790625247,9803.668277199758,0.0,10435.583248405419,10045.0029,9654.42255159458,,0
54,2019-09-26 16:00:00,7924.55,8160.5,7700.67,9504.176800000001,27289.514,9525.44359812505,9733.199694329227,0.0,10458.322588242605,10008.993,9559.663411757396,,0
55,2019-09-27 00:00:00,8061.98,8093.21,7940.37,9420.3708,8336.599,9441.38535962501,9659.592895663527,0.0,10476.356438665605,9968.5894,9460.822361334396,,0
56,2019-09-27 08:00:00,8060.0,8128.78,7851.94,9344.5596,17998.778,9363.924751925002,9585.467414330931,0.0,10488.791317201878,9924.715699999999,9360.64008279812,,0
57,2019-09-27 16:00:00,7976.3,8260.0,7934.73,9276.405999999999,13699.276,9293.909750384999,9512.747081547182,0.0,10494.991927517027,9878.104800000001,9261.217672482975,,0
58,2019-09-28 00:00:00,8178.26,8222.11,8120.02,9195.064400000001,6159.385,9214.833470077001,9437.998215300786,0.0,10496.14295041108,9827.92066,9159.69836958892,,0
59,2019-09-28 08:00:00,8212.47,8243.54,8001.14,9111.3692,11124.565,9132.0620540154,9361.144329347659,0.0,10492.110832221542,9774.17824,9056.245647778456,,0
60,2019-09-28 16:00:00,8067.1,8311.0,8038.28,9031.957999999999,16536.969,9051.978810803079,9283.688722442326,0.0,10481.375781812538,9717.100880000002,8952.825978187466,,0
61,2019-09-29 00:00:00,8199.0,8226.35,8040.11,8948.6272,8679.183,8969.297522160616,9204.850717161778,0.0,10463.732592780909,9656.51054,8849.28848721909,,0
62,2019-09-29 08:00:00,8086.33,8116.99,7888.98,8864.0596,12710.217,8885.107184432123,9124.664571947242,0.0,10438.429752551094,9592.36174,8746.293727448907,,0
63,2019-09-29 16:00:00,7965.7,8127.06,7918.75,8784.253600000002,14576.656,8804.424316886425,9044.567872665539,0.0,10404.522030411234,9525.07914,8645.636249588766,,0
64,2019-09-30 00:00:00,8042.08,8054.82,7709.01,8696.6332,19656.986,8718.191423377286,8962.70089086188,0.0,10362.174269949228,9454.29932,8546.424370050772,,0
65,2019-09-30 08:00:00,7793.19,8300.66,7775.01,8626.892,26128.526,8645.151884675457,8883.687034188497,0.0,10309.321869327434,9381.24126,8453.160650672567,,0
66,2019-09-30 16:00:00,8277.05,8331.89,8162.0,8558.73,8627.008,8576.01437693509,8807.226555555908,0.0,10244.521330455496,9305.8682,8367.215069544505,,0
67,2019-10-01 00:00:00,8285.31,8499.0,8171.0,8494.0096,11104.588,8510.410555387018,8733.528448366282,0.0,10168.383378853176,9228.80372,8289.224061146824,,0
68,2019-10-01 08:00:00,8400.79,8424.72,8270.0,8432.2932,12342.595,8447.916671077404,8662.649566397744,0.0,10086.289831250018,9151.60234,8216.91484874998,,0
69,2019-10-01 16:00:00,8361.18,8494.49,8225.03,8369.2108,15765.621,8384.95197421548,8593.605150774745,0.0,10002.56601433443,9075.10068,8147.635345665569,,0
70,2019-10-02 00:00:00,8290.0,8325.4,8149.35,8308.9132,9905.402,8324.120954843098,8526.61880941598,0.0,9916.966104211971,8999.40136,8081.836615788028,,0
71,2019-10-02 08:00:00,8194.76,8280.0,8185.28,8247.902399999999,8787.909,8263.146110968619,8461.03847778869,0.0,9828.485219282544,8924.193640000001,8019.902060717459,,0
72,2019-10-02 16:00:00,8230.41,8365.92,8177.29,8200.788,11635.868,8213.259622193724,8399.803071250175,0.0,9736.081676084426,8850.24524,7964.408803915574,,0
73,2019-10-03 00:00:00,8353.4,8386.0,8237.37,8185.2892,7764.734,8190.883284438745,8349.32921919131,0.0,9641.622066487187,8780.07534,7918.528613512812,,0
74,2019-10-03 08:00:00,8258.9,8288.88,8020.0,8176.5836,13391.822,8179.443536887749,8308.683191146294,0.0,9544.358356455059,8713.69568,7883.033003544942,,0
75,2019-10-03 16:00:00,8104.41,8274.59,8086.0,8173.663200000001,12273.674,8174.81926737755,8276.913781464813,0.0,9445.02384425094,8651.360299999998,7857.696755749057,,0
76,2019-10-04 00:00:00,8219.95,8227.42,7979.95,8161.5248,12656.02,8164.18369347551,8249.763432884856,0.0,9343.553828258113,8592.208560000001,7840.863291741889,,0
77,2019-10-04 08:00:00,8130.0,8179.0,8080.81,8152.0028,7258.959,8154.4389786951015,8226.760931029596,0.0,9238.451656812005,8535.988399999998,7833.525143187991,,0
78,2019-10-04 16:00:00,8142.63,8208.88,8121.1,8160.3524,8506.132,8159.169715739021,8211.135394316749,1.5099280263299875,9132.667752201822,8484.252799999998,7835.837847798176,close,1
79,2019-10-05 00:00:00,8130.0,8144.44,8089.5,8162.1416,9310.691,8161.547223147803,8199.607442712808,2.0903535465993173,9028.404426123914,8436.79142,7845.178413876084,,0
80,2019-10-05 08:00:00,8104.88,8109.43,8010.0,8162.825599999999,11097.41,8162.569924629561,8190.952891486264,2.591977008741239,8925.577861602504,8393.3348,7861.091738397497,,0
81,2019-10-05 16:00:00,8075.3,8175.0,8028.14,8168.6272,9853.905,8167.415744925913,8185.699787607143,4.635514143777726,8826.132385938814,8354.3348,7882.537214061187,,0
82,2019-10-06 00:00:00,8122.01,8148.43,7889.64,8159.894,15133.615,8161.398348985183,8179.627837581932,5.439067162225754,8732.205323064953,8319.12652,7906.047716935047,short,-1
83,2019-10-06 08:00:00,7959.39,8045.51,7859.03,8151.2627999999995,13812.293,8153.289909797036,8172.953711092065,6.618077937298423,8643.570735726793,8287.47698,7931.383224273207,,0
84,2019-10-06 16:00:00,7995.98,8012.27,7760.0,8142.8116,12963.131,8144.907261959406,8165.861449658637,8.33928600093087,8564.311921771432,8259.785899999999,7955.259878228566,,0
85,2019-10-07 00:00:00,7851.01,7900.95,7764.42,8129.4764000000005,16422.059,8132.562572391882,8157.300261503663,10.960555082320809,8490.521325497757,8234.91512,7979.308914502241,,0
86,2019-10-07 08:00:00,7862.0,8330.0,7862.0,8133.136399999999,28635.741,8133.021634478376,8151.614647032213,18.74360102161789,8422.282895917975,8213.635440000002,8004.9879840820295,close,1
87,2019-10-07 16:00:00,8173.58,8307.22,8133.52,8141.9836,17702.499,8140.191206895674,8149.348518318751,28.68164239412036,8359.621274634941,8196.03414,8032.4470053650575,,0
88,2019-10-08 00:00:00,8188.55,8322.01,8188.04,8148.554800000001,14682.035,8146.882081379135,8149.16176106728,35.905883678083555,8302.829285438045,8181.847220000001,8060.865154561956,,0
89,2019-10-08 08:00:00,8206.24,8242.52,8132.0,8164.1404,17163.257,8160.688736275828,8152.686146698507,45.752527216867556,8254.475813701396,8171.5937,8088.711586298605,long,1
90,2019-10-08 16:00:00,8183.46,8206.0,8103.88,8159.6452,12869.873,8159.853907255165,8154.32357100474,49.10029447692998,8216.04508330364,8164.1303,8112.21551669636,close,-1
91,2019-10-09 00:00:00,8168.33,8198.0,8113.0,8155.3076,12256.443,8156.216861451034,8154.555107238919,51.664517688774225,8193.321521713995,8159.50056,8125.679598286007,,0
92,2019-10-09 08:00:00,8173.72,8700.0,8154.34,8161.11,30644.83,8160.131372290207,8156.097434947408,50.391626552859194,8185.246724644496,8157.516659999999,8129.786595355503,long,1
93,2019-10-09 16:00:00,8549.48,8665.0,8490.9,8169.057199999999,22552.37,8167.272034458041,8159.14679143037,53.36091163926305,8181.841485650869,8156.70506,8131.568634349132,,0
94,2019-10-10 00:00:00,8559.77,8640.89,8495.7,8181.907999999999,12525.826,8178.980806891608,8164.502369917342,58.29311879398117,8183.0878360284005,8156.97128,8130.854723971599,,0
95,2019-10-10 08:00:00,8611.75,8619.51,8419.34,8195.5704,18915.256,8192.252481378322,8171.812494642673,60.96050456267356,8188.59576145588,8158.06664,8127.53751854412,,0
96,2019-10-10 16:00:00,8536.03,8587.24,8482.48,8208.5952,12844.586,8205.326656275663,8180.467248844398,69.14325246458381,8198.416073484983,8160.42016,8122.424246515016,,0
97,2019-10-11 00:00:00,8557.0,8788.0,8332.6,8209.92,35942.508,8209.001331255133,8187.397307939833,74.46178175012307,8207.011586329983,8163.31602,8119.620453670017,,0
98,2019-10-11 08:00:00,8384.6,8386.61,8268.51,8213.234400000001,17869.243,8212.387786251027,8193.476623718696,80.68296287517857,8214.976601175396,8165.960120000001,8116.943638824606,,0
99,2019-10-11 16:00:00,8341.0,8369.99,8210.0,8219.2692,15346.213,8217.892917250207,8199.54546519665,91.78026101263363,8223.254339120951,8168.816500000001,8114.3786608790515,,0
100,2019-10-12 00:00:00,8255.54,8356.0,8248.34,8223.9124,11784.866,8222.70850345004,8205.278861620967,91.85478635505181,8231.500591521659,8171.8708400000005,8112.241088478343,,0
101,2019-10-12 08:00:00,8336.33,8397.45,8289.26,8233.599600000001,12732.846,8231.42138069001,8211.942564768975,91.91739506010164,8240.779601700537,8175.11946,8109.459318299464,,0
102,2019-10-12 16:00:00,8368.94,8395.0,8290.5,8239.9704,13243.802,8238.260596138003,8218.537349529217,91.90254599325992,8250.39987360911,8179.12328,8107.84668639089,,0
103,2019-10-13 00:00:00,8300.31,8360.0,8277.32,8247.5224,10207.708,8245.6700392276,8225.357361404695,91.25877309307678,8260.122477188092,8183.93626,8107.75004281191,,0
104,2019-10-13 08:00:00,8318.76,8440.0,8316.06,8259.3828,13814.333,8256.64024784552,8233.36334695653,95.99899642846613,8270.409738956567,8189.764819999999,8109.119901043431,,0
105,2019-10-13 16:00:00,8401.39,8456.0,8137.3,8267.2848,19798.872,8265.155889569103,8241.3448653197,100.0,8279.139318191528,8196.65524,8114.171161808473,,0
106,2019-10-14 00:00:00,8274.33,8329.38,8243.87,8274.485999999999,10899.274,8272.61997791382,8249.142779362122,100.0,8287.503396936838,8203.72272,8119.942043063161,,0
107,2019-10-14 08:00:00,8302.13,8320.5,8241.19,8286.2184,15058.666,8283.498715582764,8257.866454806328,100.0,8297.134769056365,8210.93446,8124.7341509436355,,0
108,2019-10-14 16:00:00,8252.34,8381.77,8205.02,8300.2212,36041.881,8296.876703116553,8267.832277204838,100.0,8308.2256194748,8218.51778,8128.8099405252,,0
109,2019-10-15 00:00:00,8346.31,8408.62,8272.0,8317.299200000001,14940.869,8313.214700623312,8279.47155315664,100.0,8322.260766518342,8226.17572,8130.090673481656,,0
110,2019-10-15 08:00:00,8278.14,8378.51,8235.0,8335.4664,34475.813,8331.016060124663,8292.64681123743,100.0,8337.386026449885,8234.966779999999,8132.547533550113,,0
111,2019-10-15 16:00:00,8316.16,8321.4,8080.0,8334.883600000001,36830.067,8334.110092024934,8302.584879181564,99.53793411834981,8348.425740471597,8243.94558,8139.465419528402,,0
112,2019-10-16 00:00:00,8160.55,8184.0,8119.48,8333.013200000001,14619.389,8333.232578404988,8309.74448408002,98.03248501025128,8356.6108234588,8252.54074,8148.470656541202,close,-1
113,2019-10-16 08:00:00,8135.0,8166.51,7900.24,8322.964,35671.826,8325.017715680999,8312.854958414133,90.28559529322578,8361.023333508627,8260.236079999999,8159.44882649137,,0
114,2019-10-16 16:00:00,7952.23,8022.98,7901.01,8315.354,20143.237,8317.2867431362,8313.442968199042,84.72472855641229,8363.441046927288,8266.90838,8170.375713072714,,0
115,2019-10-17 00:00:00,7994.76,7998.14,7930.0,8307.664400000001,17566.778,8309.588868627241,8312.083305093385,78.5592216477682,8364.516320799223,8272.51308,8180.5098392007785,short,-1
116,2019-10-17 08:00:00,7975.0,8119.0,7971.91,8303.4028,24878.211,8304.640013725448,8310.040833306706,74.86382835944937,8365.06436673835,8277.25346,8189.442553261649,,0
117,2019-10-17 16:00:00,8069.84,8124.63,8036.93,8284.167200000002,15909.613,8288.26176274509,8303.952919587482,63.15855998713137,8362.870077977263,8280.965820000001,8199.06156202274,,0
118,2019-10-18 00:00:00,8069.41,8117.3,7821.01,8258.160399999999,25662.231,8264.180672549017,8293.17820909631,49.60153752275234,8359.57149905745,8283.21212,8206.85274094255,,0
119,2019-10-18 08:00:00,7909.6,7970.63,7812.0,8230.4748,23207.003,8237.215974509803,8278.42446577953,39.371912051056505,8358.298742621815,8283.7724,8209.246057378185,,0
120,2019-10-18 16:00:00,7916.23,7984.0,7906.22,8206.7892,26382.118,8212.87455490196,8261.569109125523,32.1528902611866,8360.66193620189,8282.91624,8205.17054379811,,0
121,2019-10-19 00:00:00,7945.57,7957.0,7892.85,8181.7155999999995,19254.793,8187.947390980392,8242.780048154811,24.260241932464496,8367.84431885134,8280.322040000001,8192.799761148663,,0
122,2019-10-19 08:00:00,7929.18,8108.54,7852.12,8165.9576,32594.254,8170.355558196078,8224.704178000737,17.213436611738757,8376.687467344433,8276.6214,8176.555332655568,,0
123,2019-10-19 16:00:00,7994.1,7999.28,7883.14,8150.202799999999,26175.348,8154.2333516392155,8207.174442000562,8.930407784857664,8386.209860587289,8271.75542,8157.30097941271,,0
124,2019-10-20 00:00:00,7947.78,7951.57,7871.17,8136.2972,23653.436,8139.884430327843,8190.497443882782,0.0,8395.104226329202,8265.60114,8136.098053670798,,0
125,2019-10-20 08:00:00,7906.94,8041.19,7890.0,8123.734399999999,23727.86,8126.964406065568,8174.788492380951,0.0,8402.613177868487,8258.42362,8114.2340621315125,,0
126,2019-10-20 16:00:00,8023.35,8300.5,8007.0,8117.7119999999995,31282.619,8119.562481213114,8161.358729467785,0.0,8407.575259253512,8250.58492,8093.594580746487,,0
127,2019-10-21 00:00:00,8218.23,8255.1,8178.0,8114.5076,13564.74,8115.518576242623,8150.334934298894,0.0,8409.231587688384,8241.99938,8074.767172311615,,0
128,2019-10-21 08:00:00,8220.03,8334.57,8160.0,8109.414000000001,28566.25,8110.634915248525,8140.706479169743,0.0,8407.30339405371,8232.459019999998,8057.614645946287,,0
129,2019-10-21 16:00:00,8193.0,8234.5,8150.0,8101.427999999999,17797.526,8103.269383049705,8131.464484070979,0.0,8401.051189771555,8221.66546,8042.279730228445,,0
130,2019-10-22 00:00:00,8201.0,8229.32,8164.78,8098.841600000001,18363.138,8099.727156609941,8123.788511348395,0.0,8388.829587219445,8209.83422,8030.838852780556,,0
131,2019-10-22 08:00:00,8210.72,8290.0,8165.0,8095.249599999999,25650.717,8096.145111321987,8117.073473384066,0.0,8373.656200617104,8197.85252,8022.048839382896,,0
132,2019-10-22 16:00:00,8212.74,8219.75,8000.0,8086.0252,25493.025,8088.049182264397,8109.767997293698,0.0,8355.94818664741,8185.503119999999,8015.058053352588,,0
133,2019-10-23 00:00:00,8020.68,8047.78,7917.11,8070.557200000001,20712.959,8074.05559645288,8100.541927342239,0.0,8337.759981447209,8172.88278,8008.00557855279,,0
134,2019-10-23 08:00:00,7959.35,8017.5,7402.0,8036.2024,54541.832,8043.773039290576,8085.403215026418,0.0,8320.244453169857,8158.9252,7997.605946830143,,0
135,2019-10-23 16:00:00,7425.0,7532.0,7172.76,8002.1552,33229.348,8010.478767858116,8065.815446784908,0.0,8303.518252797703,8143.649740000001,7983.7812272022975,,0
136,2019-10-24 00:00:00,7465.18,7494.08,7337.44,7972.4864,24435.507,7980.084873571623,8043.855671070812,0.0,8285.849520629205,8127.10392,7968.358319370795,,0
137,2019-10-24 08:00:00,7417.23,7495.81,7388.92,7944.197999999999,25726.732,7951.375374714324,8020.406807289444,0.0,8270.832450472475,8110.105460000001,7949.378469527526,,0
138,2019-10-24 16:00:00,7433.27,7468.27,7409.0,7922.4516,16557.295,7928.236354942865,7997.358523221339,0.0,8258.986915946583,8093.320020000001,7927.653124053419,,0
139,2019-10-25 00:00:00,7410.07,7467.33,7359.0,7901.119199999999,16734.878,7906.542630988572,7974.713976581023,0.0,8250.404712228514,8076.852239999998,7903.299767771482,,0
140,2019-10-25 08:00:00,7458.32,8564.68,7440.0,7912.6848,54487.465,7911.4563661977145,7960.118876209017,5.069109881556287,8239.148151608715,8062.147019999999,7885.145888391285,close,1
141,2019-10-25 16:00:00,8267.5,8800.0,8257.25,7935.8504,93896.583,7930.971593239543,7954.408646512777,13.997765593689834,8226.039283557171,8049.85376,7873.668236442829,,0
142,2019-10-26 00:00:00,8650.0,10408.48,8626.89,7992.6024,131217.968,7980.276238647909,7963.395412039181,30.51698256709963,8210.233719309976,8041.186,7872.138280690024,long,1
143,2019-10-26 08:00:00,9488.0,9488.0,8951.62,8044.214400000001,73665.288,8031.426767729582,7982.411644500549,41.66963692909838,8197.003866893832,8035.88658,7874.769293106169,,0
144,2019-10-26 16:00:00,9199.89,9300.73,8873.98,8096.738,43277.905,8083.675753545916,8009.311963441596,49.73259856836757,8190.750183931408,8033.908619999999,7877.06705606859,,0
145,2019-10-27 00:00:00,9234.75,9385.0,9066.07,8145.3004,18864.214,8132.975470709183,8041.309242631809,55.70949981702524,8194.699006428771,8034.98692,7875.2748335712295,,0
146,2019-10-27 08:00:00,9158.01,9666.0,9157.25,8209.3416,73742.417,8194.068374141836,8080.846267894913,62.50347779604656,8213.863420019075,8039.568400000001,7865.273379980926,,0
147,2019-10-27 16:00:00,9531.36,9803.83,9381.34,8271.021999999999,70937.388,8255.631274828367,8125.593498978462,68.58424209701892,8247.935035317252,8047.39412,7846.853204682747,,0
148,2019-10-28 00:00:00,9534.37,9930.13,9282.12,8331.0268,66414.444,8315.947694965673,8173.930746277647,76.09107971315629,8294.75049049296,8058.47476,7822.199029507041,,0
149,2019-10-28 08:00:00,9447.25,9486.14,9254.47,8390.3076,40134.176,8375.435618993135,8224.842947153495,82.8817649693912,8351.73957687372,8072.918739999999,7794.097903126278,,0
150,2019-10-28 16:00:00,9389.98,9494.0,9156.03,8438.1108,49051.355,8425.575763798628,8275.023618411496,88.26889657879521,8413.092445121329,8089.8822,7766.6719548786705,,0
151,2019-10-29 00:00:00,9215.78,9569.1,9200.0,8487.5816,39508.108,8475.180432759726,8325.037261138203,93.1571118776658,8478.465459736279,8109.498799999999,7740.53214026372,,0
152,2019-10-29 08:00:00,9454.58,9499.99,9269.0,8532.9624,40017.312,8521.406006551946,8373.960823223331,96.7340482406261,8546.17597536033,8131.845659999999,7717.515344639669,,0
153,2019-10-29 16:00:00,9352.65,9492.86,9070.0,8581.8824,45177.594,8569.78712131039,8422.883547170783,100.0,8616.503647467733,8157.4119200000005,7698.320192532267,,0
154,2019-10-30 00:00:00,9415.02,9418.65,9155.0,8620.8548,34574.221,8610.641264262078,8469.465018424715,100.0,8685.93485770514,8186.644539999999,7687.354222294858,,0
155,2019-10-30 08:00:00,9176.08,9253.0,8975.72,8656.5712,37971.262,8647.385212852416,8513.490002324781,100.0,8752.38319011767,8219.36534,7686.347489882331,,0
156,2019-10-30 16:00:00,9103.86,9240.0,9020.0,8694.688400000001,25919.375,8685.227762570485,8556.124919424832,100.0,8815.253055523643,8255.47544,7695.697824476359,,0
157,2019-10-31 00:00:00,9163.4,9216.0,9065.0,8738.1828,20503.701,8727.591792514097,8598.962067795459,100.0,8874.286396721576,8295.17468,7716.062963278425,,0
